kode_item,nama_item,kategori,satuan,harga_pokok,harga_jual
10402,COKLAT DUBAI,MINUMAN,PCS,1590.0,2000.0
10403,NABATI WHITE,NABATI,PCS,1525.0,1750.0
104032,SOLASI COKLAT,OBAT,PCS,7166.67,9000.0
10404,BASRENG,CAMILAN,PCS,8625.0,9000.0
10405,CAMILAN ECER 1.000,CAMILAN,PCS,750.0,1000.0
10406,CAMILAN ECER 500,CAMILAN,PCS,350.0,500.0
10407,ROYCO SAPI 220G,BUMBU,PCS,8666.67,9500.0
10408,WIPOL 5.000,OBAT,PCS,4250.0,5000.0
10409,DELMONTE BBQ 1KG,SAOS,PCS,32008.18,34000.0
1041,DILAN CRUNCHY CARAMEL,CAMILAN,PCS,1666.67,2000.0
10410,DELMONTE SAOS 200GR,SAOS,PCS,5321.0,6000.0
10411,DELMONTE SAMBAL 200GR,SAOS,PCS,5640.0,6500.0
10412,JELITA,SBN,PCS,2242.5,2500.0
10413,kosong,NOL,PCS,2242.5,2500.0
10414,JELEBIT,CAMILAN,PCS,1650.0,2000.0
10415,kosong,NOL,PCS,2242.5,2500.0
10416,KRUPUK CUMI HTM,KRUPUK,KG,17600.0,19000.0
10417,KEPENG,KRUPUK,KG,18000.0,20000.0
10418,PAK TANI,TEPUNG,PCS,6500.0,6750.0
10419,KRUPUK PENTOL,KRUPUK,KG,15400.0,18000.0
1042,DILAN MINI,CAMILAN,PCS,800.0,1000.0
10421,SUNLIGT WINGS 2.000,SBN,PCS,1633.33,1800.0
10422,GULA 1/2,CAMILAN,KG,7000.0,8000.0
10423,YUPI STRAWBERRY KISS,PERMEN,PAK,20860.0,23000.0
10424,KRUPUK UDANG CANGKIR,KRUPUK,PCS,8500.0,10000.0
10425,TINTA 25KG,BERAS,KG,13000.0,14000.0
10426,TINTA 10KG,BERAS,KG,13350.0,13500.0
10427,TINTA 5KG,BERAS,KG,13400.0,13600.0
10428,KRUPUK UDANG KELAPA GADING,KRUPUK,PCS,13500.0,15000.0
10429,AIR A3,MINUMAN,DUS,14500.0,14967.74
1043,GERY MISIS,CAMILAN,RNTNG,4333.33,4500.0
10430,KONDISIONER PANTINE,SHAMPO,RNTNG,9528.0,10000.0
10431,KRIPIK PISANG,CAMILAN,PCS,9000.0,10000.0
10432,MARY QUEEN,CAMILAN,PCS,763.89,1000.0
10433,CHOCHO LOLIPOP,CAMILAN,PCS,808.33,1000.0
10434,HITAM MANIS,CAMILAN,PCS,2222.22,3000.0
10435,GADING SAKTI,MINYAK,PCS,16916.67,18000.0
10436,SEDAP AYAM JERIT,SEDAP,PCS,2615.75,2800.0
10437,SEDAP BAKED BAYAM,SEDAP,PCS,2233.33,2500.0
10438,kosong,NOL,KG,0.0,0.0
10439,kosong,NOL,KG,9250.0,9500.0
1044,DILAN BAR,CAMILAN,PCS,1666.67,2000.0
10440,CHOCHO LOLIPOP STRBRY,CAMILAN,PCS,808.33,1000.0
10441,YALE YALE PANDAN,CAMILAN,PCS,412.5,500.0
10442,YALE YALE COKLAT,CAMILAN,PCS,412.5,500.0
10443,YALE YALE CRISPY,CAMILAN,PCS,412.5,500.0
10444,RAMBAK STIK,CAMILAN,PCS,40000.0,45000.0
10445,GULA KEREK 1/2,CAMILAN,KG,8300.0,9000.0
104450,KOSONG,CAMILAN,KG,155000.0,39000.0
10446,GULA KEREK 1/4,BUMBU,KG,4150.0,5000.0
10447,KRUPUK BAWANG BIBIR 1/2,KRUPUK,KG,16500.0,8500.0
10448,kosong,NOL,ONS,6700.0,8000.0
10449,KEMIRI 1/4,REMPAH,ONS,11500.0,13000.0
1045,BATRAI ABC AA,CAMILAN,PCS,2166.67,2500.0
10450,TEH POCI KOTAK,CAMILAN,PAK,6000.0,7500.0
104503,SOSOFT,SBN,RNTNG,8530.0,9500.0
10451,CLOSE UP 100g,SBN,PCS,14000.0,15000.0
10452,EKONOMI LIQUID JERUK 3.500,SBN,PCS,2470.0,3000.0
10453,SEDAP AYAM BAKAR LIMAU,SEDAP,PCS,2770.0,3000.0
10454,KECAP BANGO 3.000,KECAP,PCS,2291.67,3000.0
10455,CHOYO CHOYO,CAMILAN,PCS,400.0,500.0
10456,KINGTOS CIRENG PEDAS,CAMILAN,RNTNG,4110.67,4500.0
10457,BONANO WAFFEL PISCOK,CAMILAN,PCS,8133.33,9000.0
10458,VIP,CAMILAN,PCS,1600.0,2000.0
10459,SUNLIGHT WINGS 5.000,SBN,PCS,4083.33,4500.0
1046,POTABEE,CAMILAN,PCS,1616.67,2000.0
10460,RENGGINANG TERASI 1/2,CAMILAN,PCS,14000.0,17000.0
10461,HATARI,CAMILAN,PCS,5888.89,6500.0
10462,TING TING,PERMEN,PCS,8975.0,9500.0
10463,BEJO,MINUMAN,PCS,2500.0,3500.0
10468,AIR A3 MINI,MINUMAN,DUS,10000.0,11000.0
1047,SEDAP BAKSO,SEDAP,PCS,2556.25,2800.0
10470,GULA ASEM,MINUMAN,DUS,17000.0,17500.0
10471,SARI JAMBU,MINUMAN,DUS,17000.0,17500.0
10472,OOPS SEASALT,CAMILAN,RNTNG,14750.0,17000.0
10473,SPIRIT,CAMILAN,DUS,17000.0,17500.0
10474,ES TELER MINI,MINUMAN,DUS,17000.0,17500.0
10475,SARI APEL,MINUMAN,DUS,17000.0,17500.0
10476,OOPS BALADO,CAMILAN,RNTNG,14750.0,17000.0
1048,CEBBING 10KG,BERAS,KG,130000.0,134000.0
10480,SPIX MIE,CAMILAN,RNTNG,4250.0,4500.0
10481,SHAMPO DAVE,SHAMPO,RNTNG,9200.0,9500.0
10482,KOSONG,NOL,RNTNG,9200.0,9500.0
10483,SHAMPO CLEAR,SHAMPO,RNTNG,9000.0,9500.0
10484,ZAKAT FITRAH,CAMILAN,PCS,43800.0,44500.0
10485,SHAMPO SUNSILK,SHAMPO,RNTNG,9000.0,9500.0
10486,MICIN 1/2,BUMBU,KG,11000.0,13500.0
10487,KACANG KUPAS B 1/2,CAMILAN,KG,14840.0,17000.0
10488,KACANG INDIA B 1/2,CAMILAN,KG,15500.0,16500.0
10489,KACANG INDIA B 1/4,CAMILAN,KG,7750.0,8500.0
1049,GERY DONAT,CAMILAN,PCS,425.0,500.0
10490,MILKITA,CAMILAN,RNTNG,8531.25,9000.0
10491,MINYAK INDOMART,MINYAK,PCS,35500.0,36500.0
10493,KETAN PISAN 1/2,CAMILAN,KG,9500.0,13000.0
10494,MIZONE,MINUMAN,PCS,3975.0,5000.0
10495,KETUMBAR 1/4,CAMILAN,PCS,9500.0,13000.0
10496,KEMIRI 1/2,REMPAH,KG,23000.0,25000.0
10498,SAKURA,INDOMIE,PCS,1400.0,2000.0
10499,PEPSODENT SIWAK 65G,SBN,PCS,4301.25,5500.0
105,MINYAK FILMA 2L,MINYAK,PCS,40500.0,42000.0
1050,BATRAI ABC AAA,OBAT,PCS,3583.33,4000.0
10500,SUSU JAHE SIDOMUNCUL,KOPI,RNTNG,15333.33,16000.0
10501,MEDICARE,SBN,PCS,2500.0,3000.0
10503,KOSONG,NOL,KG,39000.0,42000.0
10504,KOSONG,NOL,KG,19500.0,21000.0
10505,YUPI PLAY,PERMEN,PCS,666.67,1000.0
10506,GERY SALUT COKLAT,CAMILAN,PAK,8333.33,9000.0
10509,LUX BATANG,SBN,PCS,3701.39,4000.0
1051,SEDAP CUP SOTO,SEDAP,PCS,4050.0,4500.0
10510,ROMA KELAPA 300G,CAMILAN,PCS,8035.71,8500.0
105100,VAPE SPRAY,OBAT,PCS,27000.0,30000.0
105101,BLUE BAND 4.5KG,MENTEGA,DUS,205000.0,210000.0
105102,MINYAK FITRI 200ML,MINYAK,PCS,5500.0,6000.0
105103,DERMYTHOL,SBN,PAK,7500.0,9000.0
105104,KOSONG,NOL,PCS,4991.67,6000.0
105105,KAKI TIGA ANAK KALENG,MINUMAN,PCS,4991.67,6000.0
10511,KREZO,CAMILAN,RNTNG,16000.0,17500.0
10512,MONEY MOUSE,CAMILAN,RNTNG,16125.0,17500.0
10513,GOVINDA,CAMILAN,SAK,65000.0,66000.0
105130,NUTRISARI CAMPUR,RASA RASA,RNTNG,12425.09,13000.0
10514,MANNA 5KG,BERAS,SAK,70000.0,76000.0
10515,MANNA 10KG,CAMILAN,SAK,142000.0,151000.0
105150,DOROKU BIHUN,MIE,PCS,5333.33,6500.0
105151,KOSONG,NOL,RNTNG,4062.5,4500.0
105153,CIPTADENT FRESH MINT 225G,SBN,PCS,10500.0,12500.0
105154,BETTER CARAMEL,CAMILAN,PCS,1411.36,2000.0
105155,PARFUM ROLL,SBN,PCS,10000.0,12000.0
10516,REAL GOOD COKLAT 1000,SUSU,PCS,916.67,1250.0
10517,REAL GOOD STRBRY 1000,SUSU,PCS,916.67,124999.5
10518,AHH KEJU,NABATI,PAK,7933.33,8500.0
105180,SEDAP CUP NAMPOL,SEDAP,PCS,4083.33,4500.0
10519,GREEN SOFT,SBN,PCS,6450.0,7000.0
105192,BONTEH MATCHA,KP,RNTNG,18937.5,20000.0
1052,kosong,NOL,PCS,4083.33,4500.0
10520,YUPI BURGER,PERMEN,PAK,10100.0,11000.0
10521,ROKOK A SATU BOLD,ROKOK,PCS,26100.0,27500.0
10522,SEDAP CUP BAKSO BLEDUK,SEDAP,PCS,4083.33,4500.0
10523,MINYAK KN 2 Lt,MINYAK,PCS,40500.0,42500.0
10524,CHOCOLATOS VANILA 1.000,CAMILAN,PCS,815.62,978.75
10525,KOSONG,NOL,RNTNG,16125.0,17500.0
10526,TEH LEMON MADU,MINUMAN,PCS,2041.67,3000.0
10527,MILKU ORIGINAL,SUSU,PCS,2666.67,3500.0
10528,MILKU MARIE BISKUIT,SUSU,PCS,2791.67,3664.06
10529,MADU TJ,MINUMAN,PCS,708.33,1000.0
1053,SEDAP CUP BAKSO,SEDAP,PCS,4083.33,4642.11
10530,PULPY,MINUMAN,PCS,4358.33,6000.0
10531,DELMONTE SASHET TOMAT,SAOS,PCS,4508.33,5000.0
10532,DELMONTE SASHET PEDAS,SAOS,PCS,5304.88,6000.0
10533,DELMONTE BBQ 250G,SAOS,PCS,7583.33,8000.0
10534,MAESTRO MAYO 180G,CAMILAN,PCS,7294.0,8500.0
10535,MAESTRO MAYO 1KG,CAMILAN,PCS,18559.0,20000.0
10536,CHOCOLATOS KEJU 1.000,CAMILAN,PCS,828.12,1000.0
10537,CHOCOLATOS DARK 1.000,CAMILAN,PCS,828.12,828.12
10538,PROTEX DAUN SIRIH8+2,PEMBALUT,PCS,5666.67,6500.0
10539,OKKY J CANDI,MINUMAN,PCS,389.58,500.0
1054,SEDAP CUP GORENG,SEDAP,PCS,4291.67,4750.0
10540,DJARUM SUPER KRETEK,OBAT,PCS,16150.0,17000.0
10541,PINO ICE CUP,MINUMAN,PAK,4611.11,5500.0
10542,MINYAK KN 4.5L,MINYAK,PCS,93500.0,96000.0
10543,MINYAK MASKU,MINYAK,PCS,40000.0,42000.0
10544,YUPI MIX,PERMEN,PAK,10041.67,10500.0
10545,ALAMO BESAR DINGIN,MINUMAN,PCS,2708.33,4500.0
10546,kosong,NOL,RNTNG,16475.0,16475.0
10547,NAYS SNACK,CAMILAN,PCS,1600.0,2000.0
10548,OREO SOFT CAKE,CAMILAN,PCS,1673.61,2000.0
10549,NABATI SIP BILE JAGUNG,NABATI,PCS,1566.67,2000.0
1055,KAKI TIGA KALENG DWSA,MINUMAN,PCS,5166.67,6500.0
10550,BERAS 55 10KG,BERAS,KG,154000.0,156000.0
10551,CHOCOLATOS COKLAT 1.000,CAMILAN,PCS,828.12,1000.0
10552,SHAMPO REJOICE,SHAMPO,RNTNG,9000.0,9500.0
10553,KOSONG,NOL,RNTNG,4208.33,5000.0
10554,CIPTADENT COOL MINT 225G,SBN,PCS,10500.0,12500.0
10555,MAIZENAKU 100G,CAMILAN,PCS,4500.0,5000.0
10556,MEIZENAKU 150G,CAMILAN,PCS,5500.0,6000.0
10557,PARFUM B,SBN,PCS,22500.0,25000.0
10558,BISKUIT FILIPE,CAMILAN,PCS,741.67,1000.0
10559,FORTUNE,MINYAK,PCS,40500.0,42000.0
1056,DILAN  SANWDWICH,CAMILAN,PCS,850.0,1000.0
10560,BISKUIT SPECIAL BUTTER,CAMILAN,PCS,741.67,1000.0
105604,RW BENZOAT,KUE,PCS,1265.0,2000.0
10561,RENNGINANG TERASI 1KG,CAMILAN,PCS,28000.0,30000.0
10562,ROTI TAWAR,ROTI,PCS,12000.0,13000.0
10563,ROTI GREMBALL,ROTI,PCS,11000.0,12000.0
10564,ROTI DELICIOS JUMBO,ROTI,PCS,14000.0,15000.0
10565,RW OV,KUE,PCS,2750.0,3000.0
10566,RW SP,KUE,PCS,2750.0,3000.0
10567,ROTI BALOK COKLAT,ROTI,PCS,12000.0,13000.0
10570,KOSONG,NOL,PCS,4895.83,6000.0
10571,KAKI TIGA ANAK BTL,MINUMAN,PCS,3166.67,3500.0
1058,SPRITE MINI,SODA,PCS,2416.67,2700.0
10580,TAMARIN,PERMEN,PAK,6250.0,7500.0
10583,BERAS ZAKAT 3KG,BERAS,PCS,42600.0,43500.0
1059,BERAS C,BERAS,KG,10500.0,12500.0
10590,DELBIS  BUTTER,CAMILAN,PCS,708.33,1000.0
10591,DELBIS FILIPE,CAMILAN,PCS,708.33,1000.0
10592,WIPOL 390ML,SBN,PCS,8500.0,9000.0
10593,MICIN MOBILE,BUMBU,PCS,9500.0,10000.0
10594,SWETTY L,PAMPES,RNTNG,8675.0,9500.0
10595,RW PEMUTIH,KUE,PCS,1770.0,2500.0
10596,SRIGUNTING MERAH,AGAR AGAR,PCS,1979.17,2500.0
10597,CLING 400ML,SBN,PCS,3102.92,4000.0
10598,BOLA MAS isi 44,MIE,PAK,34500.0,36000.0
10599,KACANG ASIN 1KG,CAMILAN,PCS,45000.0,47000.0
106,ALE ALE,MINUMAN,PCS,760.42,1000.0
1060,KOSONG,NOL,PCS,4166.67,4500.0
10600,RW PEWARNA HIJAU TUA,KUE,PCS,2000.0,2500.0
10601,SUPER SOL,SBN,PCS,760.42,1000.0
10602,RW PEWARNA HIJAU PANDAN,KUE,PCS,2000.0,2000.0
10603,RW PEWARNA COKLAT,KUE,PCS,2000.0,2500.0
10604,RW PEWARNA MERAH,KUE,PCS,2000.0,2500.0
10605,RW BAKING POWDER,KUE,PCS,810.0,1000.0
10607,SABUT CUCI PIRING,SBN,PCS,1291.67,2000.0
10608,BURUNG DARA PIPIH,MIE,PCS,2833.33,3000.0
10609,BURUNG DARA LEBAR,MIE,PCS,4300.0,4750.0
1061,KOSONG,NOL,PCS,0.0,0.0
10610,KOPI JAHE,KOPI,RNTNG,15333.33,16000.0
10611,KAYU MANIS,REMPAH,ONS,8500.0,10000.0
10612,KAYU MANIS,REMPAH,KG,75000.0,85000.0
10613,NIVEA,SBN,PCS,1500.0,2000.0
10614,MICKY MOUSE 500,CAMILAN,RNTNG,4000.0,4500.0
10615,RW SODA,KUE,PCS,750.0,1000.0
10616,NORI KING ORIGINAL,CAMILAN,PCS,1683.33,2000.0
10617,RW PEWARNA ORANGE,KUE,PCS,2000.0,2500.0
10618,RW PEWARNA UNGU,KUE,PCS,2000.0,2500.0
10619,RW PEWARNA BIRU,KUE,PCS,2000.0,2500.0
1062,KOSONG,NOL,PCS,0.0,0.0
10620,RW PEWARNA KUNING TELUR,KUE,PCS,2000.0,2500.0
10621,RW PEWARNA KUNING TUA,KUE,PCS,2000.0,2500.0
10622,NABATI COKLAT 5.000,NABATI,PCS,3783.33,4500.0
10623,TEPUNG SAJIKU,TEPUNG,RNTNG,15500.0,16000.0
10624,MY BABY TELON,OBAT,PCS,10125.0,10000.0
10625,SO FRESH,OBAT,PCS,11083.33,15000.0
10627,MY BABY 450G,OBAT,PCS,16000.0,20000.0
10629,MISAGRIP FLU BATUK,OBAT,PCS,825.0,1000.0
1063,SPONGE STRAWBERY 1.000,CAMILAN,RNTNG,8125.0,9000.0
10630,PROMAG,OBAT,PCS,750.0,1000.0
10631,KONIDIN BATUK,OBAT,PCS,551.47,1000.0
10632,OSKADON SAKIT KEPALA,OBAT,PCS,450.0,1000.0
10633,KOMIX JAHE,OBAT,PCS,1566.67,2000.0
10634,KOMIX JERUK NIPIS,OBAT,PCS,1566.67,2000.0
10635,DIAPET,OBAT,PCS,583.33,1000.0
10636,BODREX MIGRA,OBAT,PCS,575.0,1000.0
10637,KAPUR AJAIB,OBAT,PCS,2722.22,3500.0
10638,NEO NAPACIN,OBAT,PCS,576.92,1000.0
10639,BODREXIN,OBAT,PCS,361.11,500.0
1064,MAKARONI BONCABE LV10,CAMILAN,RNTNG,15083.33,16000.0
10640,ENTROSTOP,OBAT,PCS,775.0,1000.0
10641,ROKOK DUNHIL,ROKOK,PAK,29200.0,31000.0
10642,MALKIST MATCHA,CAMILAN,PAK,8500.0,9000.0
10643,TIARA 500,CAMILAN,RNTNG,4100.0,4500.0
10645,RENGGINANG IKAN,CAMILAN,KG,38000.0,40000.0
1065,MAKARONI BONCABE LV 15,CAMILAN,RNTNG,15083.33,17000.0
10650,SOKLIN LIQUID 1.000,SBN,RNTNG,8650.0,9000.0
1066,POP CRORN,CAMILAN,RNTNG,1684.0,2000.0
10668,PARAMEX,OBAT,PCS,551.47,1000.0
10669,NORMODAL,OBAT,PCS,750.0,1000.0
1067,OREO 2.000,CAMILAN,PCS,1701.39,2000.0
10670,OSKADON SP,OBAT,PCS,410.0,1000.0
10671,ULTRA FLU,OBAT,PCS,820.0,1000.0
10672,MISAGRIP FLU,OBAT,PCS,750.0,1000.0
10673,GOSOK PANCI,SBN,PCS,1125.0,1500.0
10674,PERMEN KOPI SUSU,PERMEN,PAK,6000.0,7000.0
10675,PILUS RENDANG,CAMILAN,RNTNG,8333.33,9000.0
10676,FINTO MELON,RASA RASA,RNTNG,3291.67,3500.0
10677,PERMEN COFFEY CANDY,PERMEN,PAK,6000.0,7000.0
10678,PAPA BEAR,ROTI,PCS,816.67,9000.0
10679,PERMEN MODI KWEK-KWEK,PERMEN,PCS,825.0,1000.0
1068,BETTER COKLAT,CAMILAN,PCS,1454.55,2000.0
10680,PERMEN BERRY SWEET,PERMEN,PCS,408.38,500.0
10681,PICOCO COKELAT,CAMILAN,PCS,830.0,1000.0
10682,PERMEN MILPOP MANGGA,PERMEN,PCS,415.0,500.0
10683,SPICY STRIPE KUCING,CAMILAN,PCS,807.5,1000.0
10684,DALEZZ CHOCO PIE,CAMILAN,PCS,1697.5,1940.0
10685,DALEZ ROTI MINI RS YOUGURT,ROTI,PAK,8400.0,9600.0
10686,SPONGE STRAWBERY 2000,CAMILAN,RNTNG,15833.33,17000.0
10687,GULA AREN,BUMBU,IKAT,6500.0,7500.0
10688,CEMILAN PEDAS,CAMILAN,PCS,800.0,2000.0
10689,RAMBAK KOTAK,KRUPUK,PAK,41000.0,45000.0
1069,MILKO,CAMILAN,PCS,1600.0,2000.0
10690,SOSIS SONICE PEDAS,SOSIS,PAK,18250.0,19500.0
10691,SAMILOR,KRUPUK,PCS,750.0,1000.0
10692,KRUPUK BINTANG,KRUPUK,KG,17200.0,19000.0
10693,KRUPUK CUMI PUTIH,KRUPUK,KG,18600.0,20000.0
10694,ROLLS KEJU,NABATI,PAK,9500.0,10500.0
10695,JORDAN MISIS  ISI 5,ROTI,PCS,9000.0,10000.0
10696,TOKORASA,CAMILAN,PAK,7800.0,8500.0
10697,SENAK LOG,CAMILAN,PCS,1620.0,2000.0
10698,SEDAP CUP KARE,SEDAP,PCS,4083.33,4500.0
10699,POTATO 1KG,KRUPUK,PCS,25400.0,27000.0
107,POWER F KUNING,MINUMAN,PCS,712.5,1000.0
10700,SEGITIGA 1/2,TEPUNG,PCS,5750.0,6000.0
10701,ULTRA COKLAT 200ML,SUSU,PCS,4666.67,5500.0
10702,CUKA ALPACA,BUMBU,PCS,2790.0,3500.0
1071,NABATI SIP COKLAT BILE,NABATI,PCS,1566.67,2000.0
1072,HAHAMIE,CAMILAN,PCS,770.0,1000.0
1073,OYEN,CAMILAN,PCS,1575.0,2000.0
1074,ROBLOX,CAMILAN,PCS,1575.0,2000.0
1075,ZAFIRA 900ML BTL,MINYAK,PCS,16333.33,20000.0
1076,NORI KING PEDAS,CAMILAN,PCS,1551.83,2000.0
1077,NORI ROLL ORIGINAL,CAMILAN,PCS,1531.68,1938.12
1078,NORI ROLL BBQ,CAMILAN,PCS,1531.68,1615.1
10781,KEPOMPOPONG 3KG,BERAS,PCS,44400.0,46000.0
1079,NORI SAMBAL MATAH,CAMILAN,PCS,1531.68,1615.1
108,POWER F UNGU,MINUMAN,PCS,712.5,1000.0
1080,MIE LIDI,CAMILAN,PCS,755.0,1000.0
1081,BOLA,CAMILAN,PCS,875.0,1000.0
1082,LEZATO,CAMILAN,PCS,808.33,1000.0
1083,NYAM NYAM,CAMILAN,PCS,1510.42,2000.0
1084,PUTRA BALI,CAMILAN,PCS,390.0,500.0
1085,LEM G,OBAT,KG,3750.0,5000.0
1086,MARSHMALLOW DORAEMON,PERMEN,PCS,400.12,500.0
1087,BABOL,PERMEN,PAK,10200.0,11000.0
1088,GOLDEN CHIP,CAMILAN,PCS,850.0,1000.0
1089,BISKITOP SAPI COKLAT,CAMILAN,PCS,1700.0,2000.0
109,KRATINGDAENG,MINUMAN,PCS,4759.0,5219.3
1090,BISKITOP SAPI STROBERY,CAMILAN,PCS,1700.0,2000.0
10904,RACIK NASI GOREK EXTRA PDS,BUMBU,PCS,1586.0,2000.0
10905,VAPE TANPA ASAP,OBAT,PCS,4250.0,5000.0
1091,HOT POP,PERMEN,PCS,137.48,500.0
1092,BERAS JAGUNG 1/2,BERAS,KG,4250.0,5000.0
1093,GERY  BANTAL,CAMILAN,PAK,8166.67,9000.0
1094,JAPOTA,CAMILAN,PCS,1639.77,2086.66
1095,TELUR 1/4,CAMILAN,KG,5500.0,6000.0
1096,BEDAK VIVA,OBAT,PCS,1114.58,1500.0
1097,EKONOMI LIQUID NANAS,SBN,PCS,3000.0,3500.0
1098,ASTOR,CAMILAN,PCS,779.76,1000.0
1099,YUPI STROBERY,PERMEN,PCS,7537.5,8500.0
10990,ROTI AM,ROTI,PCS,2600.0,3000.0
10991,CIPTADENT 190g,SBN,PCS,9360.0,10000.0
10998,KODOMO SHAMPO BTL 200ML,SHAMPO,PCS,11500.0,12000.0
10999,ULTRA STROBERY 200 ML,SUSU,PCS,4666.67,6000.0
11000,ULTRA CREAM 200 ML,SUSU,PCS,4666.67,6000.0
11001,SPONGEBOB,CAMILAN,PAK,16000.0,17000.0
1104,CRUNCHY,CAMILAN,RNTNG,17000.0,18000.0
1105,ROTI SISIR,ROTI,PCS,1800.0,2500.0
1106,ROTI KERING,ROTI,PCS,850.0,1000.0
111,YOU C1000 ORANGE,MINUMAN,PCS,5033.33,6000.0
11102,MAZONI BALADO,CAMILAN,PCS,4200.0,4500.0
11103,MAZONI JAGUNG BAKAR,CAMILAN,PCS,4200.0,4500.0
11104,SALSA TINGWE,CAMILAN,RNTNG,4268.75,4500.0
11105,CHOYO CHOYO CELUP,CAMILAN,PCS,1250.0,2000.0
11106,LEMONILO BRONIS,CAMILAN,RNTNG,16666.67,17500.0
111121,PASTA KEJU,NABATI,PAK,12302.78,13500.0
11113,MUTIARA BESAR,BUMBU,KG,22500.0,24000.0
11115,ULTRA MILK 125ML CKLT,SUSU,PCS,2925.0,3500.0
11116,ULTRA MILK 125 ML CREAM,SUSU,PCS,2925.0,3500.0
11117,ULTRA MILK 125ML  STBRY,SUSU,PCS,2925.0,3500.0
11118,MOUNTEA MATCHA,MINUMAN,RNTNG,18500.0,19500.0
11119,DILAM PANDAN,CAMILAN,PAK,19400.0,21000.0
1112,KAPAS,SBN,PCS,4895.0,5500.0
11120,GERY SALUT WAFER,CAMILAN,PCS,425.0,500.0
11121,MIE PITA,SEDAP,PAK,5200.0,6000.0
11122,PROTEX PINK,PEMBALUT,PCS,4375.0,4500.0
11123,TESPACK,OBAT,PCS,800.0,1500.0
11124,ANTIMO ANAK,OBAT,PCS,2300.0,3000.0
11125,AHH COKLAT,NABATI,PAK,7933.33,8500.0
11126,MOUNTEA GELAS,MINUMAN,DUS,19000.0,20000.0
11127,PIA 100 KACANG IJO,ROTI,PAK,7600.0,8500.0
11128,PIA 100 COKLAT,ROTI,PAK,7600.0,8500.0
11129,SARIMI GELAS BAKSO PDS,INDOMIE,RNTNG,8041.67,8500.0
1113,KRUPUK PEDAS MAWAR,KRUPUK,PCS,5500.0,6000.0
11130,BULOG,BERAS,KG,10500.0,11000.0
11131,PROTEX UNGU 23CM,PEMBALUT,RNTNG,4583.33,5000.0
11132,GARNIER,SBN,PCS,4583.33,5500.0
11133,KRUPUK GUNTING IKAN,KRUPUK,PCS,8000.0,9000.0
11134,ALPENLIEBE,PERMEN,PAK,6500.0,7000.0
11135,PASTA COKLAT,NABATI,PAK,12302.78,13500.0
11136,HILO,MINUMAN,RNTNG,18875.0,19500.0
11137,SOSIS OKEY,SOSIS,PAK,12200.0,13500.0
11138,SPONGE COKLAT 1.000,CAMILAN,RNTNG,8125.0,9000.0
11139,RINSO REFIL 700ML,SBN,PCS,12900.0,14500.0
1114,MINYAK WIJEN,MINYAK,PCS,8000.0,9000.0
11140,PAALA 1KG,REMPAH,KG,85000.0,100000.0
11141,FRANFROZEN,KUE,PCS,4200.0,5000.0
11142,SEDAP CUP SINGAPORE,SEDAP,PCS,4083.33,4500.0
11143,NUTRIJEL MANGGA,AGAR AGAR,PCS,1666.67,2000.0
11148,ROKOK MAGNUM KRETEK,ROKOK,PAK,13200.0,14500.0
112,GOLDA CAPPUCINO,MINUMAN,PCS,2795.83,3500.0
113,GOLDA COFFE,MINUMAN,PCS,2770.83,3500.0
115,FLORIDINA ORANGE,MINUMAN,PCS,2395.83,3000.0
117,FLORIDINA COCO,MINUMAN,PCS,2354.17,2700.0
118,INDOMILK KIDS COKLAT,SUSU,PCS,2512.5,2904.62
119,INDOMILK KIDS  STROBERY,SUSU,PCS,2512.5,2904.62
120,INDOMILK KIDS BTL STRBRY,SUSU,PCS,3291.67,4500.0
121,INDOMILK KIDS BTL COKLAT,SUSU,PCS,3291.67,4500.0
122,BEAR BRAND 189ML,SUSU,PCS,9300.0,9858.66
123,AQUVIVA 700ML,MINUMAN,PCS,1583.33,2000.0
124,TEH PUCUK HARUM,MINUMAN,PCS,2500.0,3684.21
125,MILKU STROBERY,SUSU,PCS,2708.33,2912.0
126,MILKU COKLAT,SUSU,PCS,2708.33,3554.69
127,BIHUN PADAMU ORANGE,MIE,PCS,4973.33,5750.0
128,BIHUN PADAMU KUNING,MIE,PCS,3083.33,3750.0
129,BIHUN PADAMU  MERAH,MIE,PCS,6166.67,7250.0
130,INDOMILK CREAM SACHET,SUSU,PCS,7137.5,7500.0
131,CUKA KURA KURA,BUMBU,PCS,2300.0,3000.0
133,HUN KWEE MERAH,KUE,PCS,2300.0,2500.0
13338,WIZZ,SBN,PAK,9416.67,10000.0
134,HUN KWEE HIJAU,KUE,PCS,2300.0,2500.0
135,HUNKWEE PUTIH,KUE,PCS,1810.0,1810.0
136,TEH 999,MINUMAN,PCS,1670.0,2000.0
138,MEZENA,KUE,PCS,3250.0,3500.0
139,MUTIARA KUCING ECER,BUMBU,PCS,2140.0,2500.0
140,KOSONG,NOL,PAK,21200.0,23000.0
141,LILIN POPULER,PENERANGAN,PCS,1093.75,1500.0
142,KOSONG,NOL,PAK,8750.0,10000.0
143,GULA,KUE,KG,15200.0,16000.0
144,BERAS B,BERAS,KG,13600.0,13800.0
145,KRUPUK BAWANG PUTIH VDR,KRUPUK,KG,18200.0,20000.0
146,KRUPUK BAWANG WARNA VDR,KRUPUK,KG,18200.0,20000.0
147,KRUPUK TERASI VDR,KRUPUK,KG,16000.0,17500.0
